1148000 13 11
1149000 17 7
1150000 13 11
1151000 22 2
1152000 19 5
1153000 18 6
1154000 22 2
1155000 14 10
1156000 14 10
1157000 18 6
1158000 15 9
1159000 19 5
1160000 15 9
1161000 15 9
1162000 18 6
1163000 18 6
1164000 19 5
1165000 18 6
1166000 15 9
1167000 18 6
1168000 19 5
1169000 16 8
1170000 15 9
1171000 15 9
1172000 16 8
1173000 14 10
1174000 18 6
1175000 19 5
1176000 17 7
1177000 18 6
1178000 18 6
1179000 18 6
1180000 16 8
1181000 15 9
1182000 14 10
1183000 15 9
1184000 16 8
1185000 17 7
1186000 15 9
1187000 15 9
1188000 19 5
1189000 16 8
1190000 17 7
1191000 21 3
1192000 16 8
1193000 16 8
1194000 15 9
1195000 15 9
1196000 16 8
1197000 19 5
1198000 19 5
1199000 16 8
1200000 18 6
1201000 16 8
1202000 17 7
1203000 18 6
1204000 17 7
1205000 18 6
1206000 15 9
1207000 18 6
1208000 15 9
1209000 18 6
1210000 16 8
1211000 16 8
1212000 17 7
1213000 16 8
1214000 18 6
1215000 18 6
1216000 17 7
1217000 19 5
1218000 19 5
1219000 18 6
1220000 19 5
1221000 19 5
1222000 19 5
1223000 18 6
1224000 16 8
1225000 18 6
1226000 17 7
1227000 17 7
1228000 17 7
1229000 16 8
1230000 16 8
1231000 16 8
1232000 16 8
1233000 20 4
1234000 17 7
1235000 18 6
1236000 19 5
1237000 21 3
1238000 17 7
1239000 15 9
1240000 17 7
1241000 16 8
1242000 23 1
1243000 21 3
1244000 23 1
1245000 22 2
1246000 19 5
1247000 20 4
1248000 16 8
1249000 18 6
1250000 17 7
1251000 15 9
1252000 18 6
1253000 19 5
1254000 17 7
1255000 18 6
1256000 21 3
1257000 21 3
1258000 15 9
1259000 18 6
1260000 19 5
1261000 15 9
1262000 15 9
1263000 14 10
1264000 14 10
1265000 14 10
1266000 13 11
1267000 14 10
1268000 14 10
1269000 17 7
1270000 14 10
1271000 14 10
1272000 14 10
1273000 14 10
1274000 14 10
1275000 14 10
1276000 14 10
1277000 14 10
1278000 14 10
1279000 18 6
1280000 21 3
1281000 18 6
1282000 18 6
1283000 18 6
1284000 18 6
1285000 17 7
1286000 15 9
1287000 14 10
1288000 18 6
1289000 17 7
1290000 18 6
1291000 20 4
1292000 17 7
1293000 19 5
1294000 17 7
1295000 18 6
1296000 16 8
1297000 19 5
1298000 17 7
1299000 19 5
1300000 18 6
1301000 19 5
1302000 16 8
1303000 16 8
1304000 19 5
1305000 16 8
1306000 16 8
1307000 19 5
1308000 19 5
1309000 16 8
1310000 16 8
1311000 16 8
1312000 14 10
1313000 14 10
1314000 14 10
1315000 16 8
1316000 14 10
1317000 14 10
1318000 16 8
1319000 18 6
1320000 20 4
1321000 18 6
1322000 18 6
1323000 20 4
1324000 18 6
1325000 20 4
1326000 19 5
1327000 21 3
1328000 18 6
1329000 21 3
1330000 19 5
1331000 18 6
1332000 19 5
1333000 17 7
1334000 17 7
1335000 14 10
1336000 14 10
1337000 19 5
1338000 16 8
1339000 16 8
1340000 17 7
1341000 17 7
1342000 17 7
1343000 17 7
1344000 17 7
1345000 17 7
1346000 18 6
1347000 18 6
1348000 18 6
1349000 17 7
1350000 19 5
1351000 20 4
1352000 21 3
1353000 16 8
1354000 19 5
1355000 20 4
1356000 16 8
1357000 18 6
1358000 21 3
1359000 18 6
1360000 15 9
1361000 16 8
1362000 20 4
1363000 21 3
1364000 17 7
1365000 19 5
1366000 19 5
1367000 19 5
1368000 16 8
1369000 19 5
1370000 19 5
1371000 20 4
1372000 20 4
1373000 21 3
1374000 20 4
1375000 21 3
1376000 15 9
1377000 16 8
1378000 15 9
1379000 17 7
1380000 18 6
1381000 17 7
1382000 19 5
1383000 19 5
1384000 16 8
1385000 19 5
1386000 16 8
1387000 19 5
1388000 19 5
1389000 19 5
1390000 21 3
1391000 17 7
1392000 20 4
1393000 21 3
1394000 17 7
1395000 21 3
1396000 16 8
1397000 22 2
1398000 21 3
1399000 20 4
1400000 20 4
1401000 23 1
1402000 21 3
1403000 22 2
1404000 20 4
1405000 17 7
1406000 18 6
1407000 16 8
1408000 19 5
1409000 19 5
1410000 19 5
1411000 20 4
1412000 19 5
1413000 23 1
1414000 22 2
1415000 22 2
1416000 18 6
1417000 17 7
1418000 16 8
1419000 16 8
1420000 13 11
1421000 19 5
1422000 17 7
1423000 17 7
1424000 17 7
1425000 17 7
1426000 16 8
1427000 16 8
1428000 17 7
1429000 16 8
1430000 17 7
1431000 14 10
1432000 16 8
1433000 16 8
1434000 17 7
1435000 16 8
1436000 16 8
1437000 16 8
1438000 16 8
1439000 16 8
1440000 16 8
1441000 17 7
1442000 16 8
1443000 15 9
1444000 18 6
1445000 18 6
1446000 14 10
1447000 14 10
1448000 17 7
1449000 17 7
1450000 18 6
1451000 19 5
1452000 19 5
1453000 17 7
1454000 18 6
1455000 14 10
1456000 20 4
1457000 16 8
1458000 18 6
1459000 17 7
1460000 17 7
1461000 18 6
1462000 20 4
1463000 18 6
1464000 18 6
1465000 21 3
1466000 18 6
1467000 22 2
1468000 21 3
1469000 20 4
1470000 20 4
1471000 15 9
1472000 18 6
1473000 15 9
1474000 20 4
1475000 18 6
1476000 18 6
1477000 20 4
1478000 19 5
1479000 20 4
1480000 19 5
1481000 18 6
1482000 18 6
1483000 15 9
1484000 15 9
1485000 17 7
1486000 20 4
1487000 14 10
1488000 15 9
1489000 15 9
1490000 18 6
1491000 17 7
1492000 18 6
1493000 23 1
1494000 18 6
1495000 18 6
1496000 14 10
1497000 15 9
1498000 14 10
1499000 16 8
1500000 16 8
1501000 17 7
1502000 15 9
1503000 14 10
1504000 15 9
1505000 19 5
1506000 18 6
1507000 18 6
1508000 17 7
1509000 16 8
1510000 17 7
1511000 19 5
1512000 19 5
1513000 19 5
1514000 17 7
1515000 17 7
1516000 17 7
1517000 20 4
1518000 22 2
1519000 22 2
1520000 21 3
1521000 19 5
1522000 16 8
1523000 20 4
1524000 21 3
1525000 20 4
1526000 18 6
1527000 18 6
1528000 19 5
1529000 21 3
1530000 19 5
1531000 18 6
1532000 17 7
1533000 15 9
1534000 21 3
1535000 19 5
1536000 21 3
1537000 23 1
1538000 17 7
1539000 23 1
1540000 22 2
1541000 22 2
1542000 18 6
1543000 14 10
1544000 18 6
1545000 18 6
1546000 16 8
1547000 16 8
1548000 18 6
1549000 14 10
1550000 16 8
1551000 16 8
1552000 16 8
1553000 16 8
1554000 16 8
1555000 16 8
1556000 16 8
1557000 19 5
1558000 16 8
1559000 14 10
1560000 21 3
1561000 16 8
1562000 19 5
1563000 14 10
1564000 18 6
1565000 15 9
1566000 14 10
1567000 14 10
1568000 16 8
1569000 17 7
1570000 17 7
1571000 15 9
1572000 15 9
1573000 17 7
1574000 16 8
1575000 17 7
1576000 17 7
1577000 19 5
1578000 17 7
1579000 19 5
1580000 17 7
1581000 18 6
1582000 17 7
1583000 15 9
1584000 19 5
1585000 19 5
1586000 17 7
1587000 18 6
1588000 15 9
1589000 15 9
1590000 15 9
1591000 18 6
1592000 14 10
1593000 15 9
1594000 14 10
1595000 16 8
1596000 16 8
1597000 15 9
1598000 17 7
1599000 19 5
1600000 17 7
1601000 19 5
1602000 17 7
1603000 19 5
1604000 17 7
1605000 17 7
1606000 19 5
1607000 17 7
1608000 16 8
1609000 19 5
1610000 17 7
1611000 17 7
1612000 17 7
1613000 17 7
1614000 17 7
1615000 15 9
1616000 17 7
1617000 17 7
1618000 19 5
1619000 19 5
1620000 19 5
1621000 22 2
1622000 17 7
1623000 17 7
1624000 15 9
1625000 17 7
1626000 17 7
1627000 17 7
1628000 16 8
1629000 17 7
1630000 14 10
1631000 16 8
1632000 16 8
1633000 17 7
1634000 16 8
1635000 18 6
1636000 14 10
1637000 15 9
1638000 16 8
1639000 16 8
1640000 18 6
1641000 14 10
1642000 20 4
1643000 17 7
1644000 17 7
1645000 17 7
1646000 17 7
1647000 18 6
1648000 18 6
1649000 20 4
1650000 18 6
1651000 18 6
1652000 18 6
1653000 18 6
1654000 21 3
1655000 21 3
1656000 20 4
1657000 22 2
1658000 19 5
1659000 17 7
1660000 17 7
1661000 15 9
1662000 18 6
1663000 19 5
1664000 18 6
1665000 19 5
1666000 17 7
1667000 20 4
1668000 17 7
1669000 18 6
1670000 21 3
1671000 19 5
1672000 17 7
1673000 18 6
1674000 20 4
1675000 18 6
1676000 20 4
1677000 20 4
1678000 17 7
1679000 17 7
1680000 16 8
1681000 16 8
1682000 19 5
1683000 21 3
1684000 19 5
1685000 19 5
1686000 20 4
1687000 19 5
1688000 20 4
1689000 20 4
1690000 20 4
1691000 23 1
1692000 16 8
1693000 18 6
1694000 19 5
1695000 18 6
1696000 15 9
1697000 22 2
1698000 17 7
1699000 20 4
1700000 20 4
1701000 18 6
1702000 16 8
1703000 14 10
1704000 14 10
1705000 15 9
1706000 15 9
1707000 15 9
1708000 14 10
1709000 15 9
1710000 17 7
1711000 15 9
1712000 15 9
1713000 14 10
1714000 14 10
1715000 17 7
1716000 14 10
1717000 14 10
1718000 15 9
1719000 14 10
1720000 16 8
1721000 15 9
1722000 18 6
1723000 15 9
1724000 19 5
1725000 15 9
1726000 17 7
1727000 15 9
1728000 16 8
1729000 18 6
1730000 20 4
1731000 20 4
1732000 14 10
1733000 23 1
1734000 23 1
1735000 21 3
1736000 22 2
1737000 20 4
1738000 20 4
1739000 20 4
1740000 20 4
1741000 18 6
1742000 17 7
1743000 19 5
1744000 19 5
1745000 19 5
1746000 18 6
1747000 17 7
1748000 21 3
1749000 20 4
1750000 22 2
1751000 17 7
1752000 21 3
1753000 22 2
1754000 18 6
1755000 14 10
1756000 20 4
1757000 19 5
1758000 18 6
1759000 20 4
1760000 17 7
1761000 22 2
1762000 17 7
1763000 20 4
1764000 17 7
1765000 20 4
1766000 20 4
1767000 20 4
1768000 21 3
1769000 21 3
1770000 18 6
1771000 13 11
1772000 19 5
1773000 18 6
1774000 18 6
1775000 20 4
1776000 19 5
1777000 20 4
1778000 16 8
1779000 18 6
1780000 16 8
1781000 16 8
1782000 13 11
1783000 16 8
1784000 17 7
1785000 17 7
1786000 18 6
1787000 19 5
1788000 21 3
1789000 21 3
1790000 19 5
1791000 14 10
1792000 14 10
1793000 18 6
1794000 16 8
1795000 14 10
1796000 13 11
1797000 13 11
1798000 17 7
1799000 15 9
1800000 15 9
1801000 21 3
1802000 15 9
1803000 15 9
1804000 19 5
1805000 15 9
1806000 19 5
1807000 21 3
1808000 14 10
1809000 18 6
1810000 17 7
1811000 12 12
1812000 16 8
1813000 18 6
1814000 13 11
1816000 13 11
1817000 15 9
1819000 16 8
1820000 16 8
1821000 16 8
1822000 16 8
1823000 16 8
1824000 13 11
1825000 15 9
1826000 15 9
1827000 15 9
1828000 13 11
1829000 15 9
1830000 18 6
1831000 18 6
1832000 15 9
1833000 19 5
1834000 17 7
1835000 13 11
1836000 14 10
1837000 15 9
1838000 15 9
1839000 19 5
1840000 16 8
1841000 17 7
1842000 17 7
1843000 17 7
1844000 18 6
1845000 16 8
1846000 17 7
1847000 19 5
1848000 19 5
1849000 18 6
1850000 19 5
1851000 20 4
1852000 20 4
1853000 19 5
1854000 17 7
1855000 19 5
1856000 21 3
1857000 19 5
1858000 19 5
1859000 20 4
1860000 20 4
1861000 19 5
1862000 20 4
1863000 19 5
1864000 20 4
1865000 21 3
1866000 20 4
1867000 19 5
1868000 20 4
1869000 20 4
1870000 17 7
1871000 15 9
1872000 20 4
1873000 20 4
1874000 19 5
1875000 19 5
1876000 18 6
1877000 18 6
1878000 19 5
1879000 20 4
1880000 20 4
1881000 21 3
1882000 20 4
1883000 20 4
1884000 19 5
1885000 20 4
1886000 19 5
1887000 16 8
1888000 15 9
1889000 14 10
1890000 19 5
1891000 18 6
1892000 18 6
1893000 15 9
1894000 19 5
1895000 18 6
1896000 15 9
1897000 16 8
1898000 15 9
1899000 16 8
1900000 16 8
1901000 16 8
1902000 19 5
1903000 19 5
1904000 19 5
1905000 19 5
1906000 14 10
1907000 16 8
1908000 14 10
1909000 12 12
1910000 13 11
1911000 13 11
1912000 18 6
1913000 13 11
1914000 13 11
1915000 16 8
1916000 13 11
1917000 19 5
1918000 16 8
1919000 16 8
1920000 18 6
1921000 19 5
1922000 19 5
1923000 17 7
1924000 20 4
1925000 20 4
1926000 19 5
1927000 20 4
1928000 19 5
1929000 20 4
1930000 20 4
1931000 19 5
1932000 19 5
1933000 18 6
1934000 19 5
1935000 18 6
1936000 18 6
1937000 17 7
1938000 19 5
1939000 18 6
1940000 16 8
1941000 20 4
1942000 20 4
1943000 21 3
1944000 23 1
1945000 21 3
1946000 18 6
1947000 21 3
1948000 21 3
1949000 20 4
1950000 22 2
1951000 20 4
1952000 19 5
1953000 20 4
1954000 21 3
1955000 20 4
1956000 21 3
1957000 20 4
1958000 19 5
1959000 20 4
1960000 21 3
1961000 22 2
1962000 22 2
1963000 24 0
1964000 21 3
1965000 20 4
1966000 21 3
1967000 21 3
1968000 21 3
1969000 19 5
1970000 19 5
1971000 21 3
1972000 18 6
1973000 20 4
1974000 18 6
1975000 18 6
1976000 19 5
1977000 21 3
1978000 18 6
1979000 18 6
1980000 19 5
1981000 18 6
1982000 19 5
1983000 20 4
1984000 19 5
1985000 18 6
1986000 15 9
1987000 20 4
1988000 20 4
1989000 18 6
1990000 18 6
1991000 18 6
1992000 18 6
1993000 15 9
1994000 16 8
1995000 16 8
1996000 16 8
1997000 16 8
1998000 18 6
1999000 18 6
2000000 16 8
2001000 14 10
2002000 17 7
2003000 16 8
2004000 13 11
2005000 13 11
2006000 16 8
2007000 17 7
2008000 14 10
2009000 14 10
2010000 18 6
2011000 16 8
2012000 14 10
2013000 14 10
2014000 13 11
2015000 15 9
2016000 13 11
2017000 15 9
2018000 17 7
2019000 16 8
2020000 14 10
2021000 14 10
2022000 14 10
2023000 17 7
2024000 15 9
2025000 21 3
2026000 16 8
2027000 18 6
2028000 16 8
2029000 15 9
2030000 18 6
2031000 22 2
2032000 15 9
2033000 15 9
2034000 15 9
2035000 13 11
2036000 16 8
2037000 15 9
2038000 13 11
2039000 13 11
2040000 15 9
2041000 16 8
2042000 15 9
2043000 16 8
2044000 16 8
2045000 16 8
2046000 16 8
2047000 16 8
2048000 15 9
2049000 16 8
2050000 16 8
2051000 15 9
2052000 17 7
2053000 17 7
2054000 16 8
2055000 14 10
2056000 15 9
2057000 15 9
2058000 15 9
2059000 16 8
2060000 16 8
2061000 18 6
2062000 12 12
2064000 15 9
2065000 17 7
2066000 16 8
2067000 17 7
2068000 15 9
2069000 16 8
2070000 15 9
2071000 16 8
2072000 16 8
2073000 14 10
2074000 16 8
2075000 19 5
2076000 14 10
2077000 17 7
2078000 15 9
2079000 15 9
2080000 18 6
2081000 18 6
2082000 13 11
2083000 14 10
2084000 14 10
2085000 14 10
2086000 16 8
2087000 14 10
2088000 14 10
2089000 19 5
2090000 14 10
2091000 16 8
2092000 17 7
2093000 17 7
2094000 16 8
2095000 16 8
2096000 16 8
2097000 17 7
2098000 15 9
2100000 19 5
2101000 19 5
2102000 20 4
2103000 15 9
2104000 14 10
2106000 15 9
2107000 20 4
2108000 20 4
2109000 21 3
2110000 19 5
2111000 20 4
2112000 14 10
2113000 19 5
2114000 19 5
2115000 16 8
2116000 16 8
2117000 16 8
2119000 17 7
2120000 16 8
2121000 15 9
2122000 17 7
2123000 16 8
2124000 21 3
2125000 17 7
2126000 18 6
