1000.000 14183.67065
2000.000 14121.084649999999
3000.000 14105.226649999999
4000.000 14105.173649999999
5000.000 14050.815649999999
6000.000 14006.73265
8000.000 14060.11365
9000.000 14045.665649999999
10000.000 14122.45565
11000.000 14125.268649999998
12000.000 14086.182649999999
13000.000 14076.136649999999
14000.000 14087.05965
15000.000 14138.002649999999
16000.000 14120.85765
17000.000 14038.790649999999
25000.000 14094.768649999998
26000.000 13966.59765
27000.000 14087.662649999998
28000.000 13989.07965
29000.000 14079.547649999999
31000.000 14028.06065
36000.000 14248.87465
37000.000 13969.037649999998
40000.000 14097.59565
46000.000 14208.406649999999
48000.000 14068.41665
50000.000 14119.30265
52000.000 14204.55365
56000.000 14180.23065
57000.000 14155.14065
59000.000 14220.895649999999
60000.000 14169.46965
61000.000 13993.03465
62000.000 14092.708649999999
63000.000 14111.53465
64000.000 14121.62165
65000.000 14200.68665
70000.000 14254.98065
72000.000 14280.57065
73000.000 14284.70565
90000.000 14250.725649999998
91000.000 14184.869649999999
94000.000 14055.26665
97000.000 14061.108649999998
101000.000 14191.941649999999
103000.000 13971.129649999999
105000.000 14161.326649999999
106000.000 14195.840649999998
107000.000 13944.692649999999
108000.000 13920.64065
109000.000 13920.620649999999
110000.000 14125.70465
112000.000 14200.82065
116000.000 14205.547649999999
117000.000 14203.66065
121000.000 14183.88065
122000.000 14016.317649999999
123000.000 13956.724649999998
124000.000 14145.922649999999
125000.000 14149.43865
128000.000 14120.30165
130000.000 13941.36565
133000.000 13942.88165
134000.000 14113.91865
135000.000 13940.44465
136000.000 14206.80365
139000.000 14002.762649999999
140000.000 14005.19365
144000.000 14225.40765
147000.000 14236.287649999998
152000.000 14101.590649999998
154000.000 14254.39265
155000.000 13867.054649999998
157000.000 14013.61565
158000.000 14202.654649999999
159000.000 14129.715649999998
160000.000 14111.70565
161000.000 14108.225649999998
162000.000 14162.529649999999
163000.000 14161.503649999999
164000.000 14173.99165
165000.000 14071.536649999998
166000.000 14197.64965
167000.000 14241.34565
168000.000 14241.734649999999
169000.000 14258.093649999999
170000.000 14248.35665
171000.000 14244.519649999998
172000.000 14240.85665
173000.000 14118.92865
174000.000 14155.54365
175000.000 14203.207649999998
176000.000 14240.89165
177000.000 14233.834649999999
178000.000 14146.744649999999
179000.000 14151.51665
180000.000 14266.32765
181000.000 14227.61465
182000.000 14228.709649999999
184000.000 14216.665649999999
187000.000 14252.816649999999
188000.000 14248.47865
189000.000 14288.14265
191000.000 14277.192649999999
192000.000 14256.53465
193000.000 14211.61665
194000.000 14230.442649999999
195000.000 14251.411649999998
196000.000 14231.618649999999
197000.000 14229.233649999998
198000.000 14031.154649999999
205000.000 14162.826649999999
214000.000 14278.75765
218000.000 14233.263649999999
223000.000 14120.76765
236000.000 14055.679649999998
