1000.000 572.933
2000.000 635.519
3000.000 651.377
4000.000 651.430
5000.000 705.788
6000.000 749.871
8000.000 696.490
9000.000 710.938
10000.000 634.148
11000.000 631.335
12000.000 670.421
13000.000 680.467
14000.000 669.544
15000.000 618.601
16000.000 635.746
17000.000 717.813
25000.000 661.835
26000.000 790.006
27000.000 668.941
28000.000 767.524
29000.000 677.056
31000.000 728.543
36000.000 507.729
37000.000 787.566
40000.000 659.008
46000.000 548.197
48000.000 688.187
50000.000 637.301
52000.000 552.050
56000.000 576.373
57000.000 601.463
59000.000 535.708
60000.000 587.134
61000.000 763.569
62000.000 663.895
63000.000 645.069
64000.000 634.982
65000.000 555.917
70000.000 501.623
72000.000 476.033
73000.000 471.898
90000.000 505.878
91000.000 571.734
94000.000 701.337
97000.000 695.495
101000.000 564.662
103000.000 785.474
105000.000 595.277
106000.000 560.763
107000.000 811.911
108000.000 835.963
109000.000 835.983
110000.000 630.899
112000.000 555.783
116000.000 551.056
117000.000 552.943
121000.000 572.723
122000.000 740.286
123000.000 799.879
124000.000 610.681
125000.000 607.165
128000.000 636.302
130000.000 815.238
133000.000 813.722
134000.000 642.685
135000.000 816.159
136000.000 549.800
139000.000 753.841
140000.000 751.410
144000.000 531.196
147000.000 520.316
152000.000 655.013
154000.000 502.211
155000.000 889.549
157000.000 742.988
158000.000 553.949
159000.000 626.888
160000.000 644.898
161000.000 648.378
162000.000 594.074
163000.000 595.100
164000.000 582.612
165000.000 685.067
166000.000 558.954
167000.000 515.258
168000.000 514.869
169000.000 498.510
170000.000 508.247
171000.000 512.084
172000.000 515.747
173000.000 637.675
174000.000 601.060
175000.000 553.396
176000.000 515.712
177000.000 522.769
178000.000 609.859
179000.000 605.087
180000.000 490.276
181000.000 528.989
182000.000 527.894
184000.000 539.938
187000.000 503.787
188000.000 508.125
189000.000 468.461
191000.000 479.411
192000.000 500.069
193000.000 544.987
194000.000 526.161
195000.000 505.192
196000.000 524.985
197000.000 527.370
198000.000 725.449
205000.000 593.777
214000.000 477.846
218000.000 523.340
223000.000 635.836
236000.000 700.924
241000.000 862.959
242000.000 550.635
243000.000 660.047
244000.000 889.907
245000.000 616.731
252000.000 655.125
254000.000 720.274
255000.000 638.994
265000.000 877.200
266000.000 774.991
267000.000 927.882
270000.000 824.038
271000.000 765.274
272000.000 770.081
273000.000 766.667
274000.000 889.597
275000.000 924.890
276000.000 616.894
277000.000 842.330
278000.000 524.606
279000.000 538.287
280000.000 985.866
281000.000 929.245
282000.000 936.202
283000.000 973.252
284000.000 616.825
285000.000 904.754
286000.000 577.024
287000.000 657.121
288000.000 530.745
289000.000 790.074
290000.000 862.224
294000.000 528.986
295000.000 850.566
297000.000 826.355
300000.000 834.211
301000.000 852.235
302000.000 743.133
303000.000 851.261
304000.000 907.622
305000.000 828.521
306000.000 810.667
307000.000 883.167
308000.000 841.213
309000.000 835.993
310000.000 921.552
311000.000 792.991
312000.000 909.970
313000.000 901.278
314000.000 885.476
315000.000 804.210
316000.000 704.444
317000.000 923.196
319000.000 707.261
320000.000 645.736
321000.000 797.678
322000.000 720.614
323000.000 924.604
324000.000 675.025
325000.000 820.367
326000.000 895.786
327000.000 897.626
328000.000 856.281
329000.000 799.235
330000.000 919.264
331000.000 874.539
332000.000 926.823
333000.000 833.070
334000.000 663.766
335000.000 725.156
336000.000 816.429
337000.000 799.400
338000.000 780.532
339000.000 790.932
340000.000 633.725
341000.000 794.262
342000.000 898.576
343000.000 533.333
345000.000 880.838
346000.000 817.792
352000.000 592.521
354000.000 878.743
355000.000 914.724
356000.000 862.594
357000.000 840.027
358000.000 913.804
359000.000 921.587
360000.000 906.196
361000.000 907.549
362000.000 894.842
363000.000 860.866
364000.000 874.053
365000.000 785.034
366000.000 823.170
367000.000 853.827
368000.000 851.493
369000.000 929.934
370000.000 930.000
371000.000 902.889
372000.000 697.770
373000.000 687.854
374000.000 886.084
375000.000 779.866
376000.000 804.534
377000.000 838.814
378000.000 833.363
379000.000 829.358
380000.000 529.005
381000.000 706.599
383000.000 664.510
385000.000 804.104
386000.000 926.579
388000.000 841.583
389000.000 524.031
390000.000 791.754
391000.000 709.474
392000.000 680.679
393000.000 818.937
394000.000 803.227
395000.000 710.640
396000.000 808.222
397000.000 791.398
398000.000 865.383
399000.000 813.006
400000.000 862.142
401000.000 836.755
405000.000 803.273
407000.000 898.041
408000.000 775.596
409000.000 607.716
410000.000 857.039
411000.000 827.214
412000.000 849.092
413000.000 597.106
414000.000 690.008
415000.000 888.270
416000.000 872.868
417000.000 837.859
418000.000 899.621
419000.000 570.716
420000.000 579.668
421000.000 865.482
422000.000 852.597
423000.000 884.340
424000.000 905.372
425000.000 882.182
426000.000 811.127
427000.000 896.995
428000.000 676.823
429000.000 746.127
430000.000 766.591
431000.000 794.733
432000.000 695.738
433000.000 641.286
434000.000 747.353
435000.000 891.862
436000.000 847.336
437000.000 716.213
438000.000 895.471
439000.000 569.845
440000.000 722.277
441000.000 577.432
442000.000 514.044
443000.000 753.497
444000.000 774.695
446000.000 639.340
447000.000 725.771
448000.000 555.826
449000.000 553.856
